Hello!	哈佬。
When I was in high school, I used to earn extra money babysitting.	我讀中學嗰陣做過保姆嚟賺外快。
When he arrived at the bus stop, the bus was already out of sight.	佢去到個巴士站嗰陣，已經見唔到架巴士喇。
Which is the capital of the United States, Washington or New York?	美國嘅首都係華盛頓定係紐約呀？
You must have been surprised to meet your teacher in such a place.	你實係估都估唔到會喺啲噉嘅地方度撞到你個老師啦。
I can't imagine why anyone would want to steal something like that.	我都唔明點解噉嘅嘢都會有人想偷。
If you go by bus, you can get there in about one-third of the time.	你搭巴士去嘅話，可以慳返三分二時間。
Every foreigner who visits Japan says that prices here are too high.	嚟日本旅行啲外國人個個都話呢度啲物價貴得濟。
I thought she was angry at me because I didn't pay the bill in time.	我以為佢係因為我俾唔切錢而嬲咗我。
It's not that I seriously like him. I just find him very attractive.	我唔係真係鍾意佢，我淨係覺得佢好靚仔啫。
Now that you mention it, I don't remember seeing Tom in class today.	講吓講吓今日阿 Tom 好似真係冇返學喎。
She made it clear that she couldn't make it in time for the meeting.	佢講得好清楚佢冇得準時嚟開會。
Today's weather forecast says that it is likely to be fine tomorrow.	今日個天氣報告話聽日應該會好天。
He managed to pass his driving test even though he was a poor driver.	佢啲駕駛技術好差，但係都勉強通過咗個駕駛考試。
If you'll keep an eye on the kids, I'll take your suit to be cleaned.	你幫我睇住啲細路，我就幫你攞套西裝去洗。
It's not all that uncommon for people to live past the age of ninety.	活到九十幾歲都唔算係好罕有嘅事。
Of course you can trust me. Have I ever given you a bum steer before?	我梗係信得過啦。我之前有冇俾過流料你吖？
The burglar was traced by one of the things he had left on the scene.	啲警察根據現場留低嘅證物搵到個賊仔。
There's nothing I could ever say that would make Tom change his mind.	我講咩都改變唔到Tom嘅諗法。
These old customs have been handed down from generation to generation.	呢啲古老嘅習俗都係一代一代噉傳落嚟嘅。
Alcohol consumption is higher in Eastern Europe than in Western Europe.	東歐嘅酒精消耗量高過西歐。
If you agree to buy 3,000 of them, we'll give you a 3 percent discount.	如果你肯買夠三千個，我哋就俾個九七折你。
It will make little difference whether you go there by taxi or on foot.	你搭的士去同行路去都無咩分別。
We're always going there! Let's go to a French restaurant for a change.	我哋次次都係去嗰度食！今次轉吓口味，去食法國嘢啦。
Even if you know the truth, you had better pretend otherwise at present.	你就算真係知道個真相，而家都係扮唔知好啲。
Everybody in the car said they wanted to get out and stretch their legs.	喺車入邊嗰嗰話要出嚟伸吓隻腳。
I can put up with a house being untidy, but I don't like it to be dirty.	啲屋狗竇咁亂我都頂得順，但係污糟嘅話我就接受唔到。
I didn't get much sleep last night so I was nodding off all day at work.	我尋晚冇乜點瞓過，所以今日成日返工都喺度瞌眼瞓。
If you want to go, then go. If you don't want to, then it's no big deal.	你想去就去啦。如果你唔想去都冇乜所謂。
It's a good rule to look both ways before you cross the street anywhere.	無論喺咩地方，過馬路之前都應該望清楚左右先。
At Christmas she went out of her way to buy me a really nice model plane.	佢聖誕節嗰陣專登買咗架好靚嘅模型飛機俾我。
He claims to be a socialist, and yet he has two houses and a Rolls Royce.	佢話佢係社會主義者，但係佢就有兩間屋同埋一架勞斯萊斯。
I don't have to study tonight. I think I'll watch television for a while.	我今晚唔使溫書。我諗我會睇陣電視。
Life is like riding a bicycle. To keep your balance you must keep moving.	人生就好似踩單車咁，想保持平衡，就一定要不斷向前進。
Even though he has turned twenty, he's still too timid to chat with girls.	佢都廿歲喇，但係都仲係唔夠膽同女仔傾計。
I'm going to ask him for an autograph. Do you have anything to write with?	我諗住問佢攞簽名呀，你有冇嘢可以攞嚟寫字㗎？
Should anyone call on me in my absence, tell him that I will be back soon.	如果我唔喺度嗰陣有人嚟搵我，唔該你話佢知我好快返嚟。
After asking for my key at the front desk, I took the elevator to my floor.	我去個櫃檯度攞咗條鑰匙，跟住就搭𨋢去咗我間房嗰層樓。
If he had been a little more careful, the accident would have been avoided.	如果佢再小心啲，就唔會出事啦。
If it had not been for your aid, I would not have succeeded in my business.	如果唔係有你幫手，我生意一定唔會咁成功。
If I had known about your illness, I could have visited you in the hospital.	如果我知道你病咗，實會趕嚟探你㗎。
The passengers were asleep in their cabins when the ship hit a huge iceberg.	隻船撞咗埋個巨型冰山嗰陣，班乘客全部都喺客艙度瞓緊覺。
We'll be broke soon if we don't stop spending money on things we don't need.	如果我哋繼續洗錢買埋啲無謂嘢，好快就會窮到燶。
A person views things differently according to whether they are rich or poor.	窮人睇嘢同埋有錢人睇嘢會好唔同。
A woman wrote 30 books about how to become happy, and then committed suicide.	有個女人寫咗卅本書講點樣做一個快樂嘅人，跟住就自殺死咗。
Had they known what was about to happen, they would have changed their plans.	如果佢哋知道會發生埋啲噉嘅事，實會改用第二啲計劃啦。
Oceans are expected to rise by 50 centimeters by the end of the next century.	下世紀末海面預計會升五十厘米。
Almost all of the passenger in the bus were asleep when the accident happened.	出事嗰陣巴士上面啲乘客差唔多全部都瞓晒覺。
I hadn't recognized the importance of this document until you told me about it.	你話咗俾我聽之後，我先知呢份文件有幾咁緊要。
The police will just take the money and probably won't even look for the owner.	啲警察剩係會呑咗啲錢，應該連物主都唔會搵。
There are only five minutes left till the train leaves and she hasn't appeared.	班火車仲淨返一個字就開㗎喇，但係佢都仲未見人。
They say you shouldn't take rumors seriously, but that's easier said than done.	啲人成日話唔好亂咁信啲謠言，但係講就容易做就難。
"Just go in and tell the boss you want a raise." "That's easier said than done."	「走入去同老細講話你想加人工咪得囉。」「講就容易啫。」
I have been typing this report since this morning, but I'm only halfway through.	我由今朝開始就一路喺度打呢份報告書，但係到而家都淨係打咗一半。
Even though I studied English for 6 years in school, I'm not good at speaking it.	我喺學校讀咗六年英文，但係都唔係講得好好。
If we don't hit the road soon, we'll get caught in the morning rush hour traffic.	就嚟到朝頭早嘅繁忙時段喇，我哋仲唔行就塞車㗎喇。
My mother and father are sending me to Boston for the summer to visit my cousins.	我阿爸阿媽今個夏天諗住送我去波士頓探我啲表兄弟姊妹。
Yesterday I was on my way home from work when I ran smack into my old girlfriend.	我尋日放工返屋企嗰陣同我個舊女朋友撞到正。
If you go to that supermarket, you can buy most things you use in your daily life.	你去嗰個超級市場，差唔多咩日用品都買到。
When he reached the station, the train had already left almost half an hour before.	佢去到個火車站嗰陣，班火車已經走咗差唔多半粒鐘。
If you want to hear a scary story, I'll tell you about a dream I had a few weeks ago.	如果你想聽恐怖故事嘅話，我就講一個我喺幾個禮拜之前發嘅夢俾你聽啦。
This movement from rural to urban areas has been going on for over two hundred years.	喺呢二百年裏面，有好多人喺鄉下搬咗去市區度住。
Could you stand behind my car for a minute and tell me if my brake lights are working?	你可唔可以去架車後面睇吓啲車尾燈係咪著緊？
Democracy is the worst form of government, except all the others that have been tried.	民主係最差嘅政治制度，除咗其他嘗試過嘅之外。
Louis Braille, who was blind from the age of three, invented a way for the blind to read.	三歲就失明嘅路易·布拉耶，發明咗一種俾盲人閱讀嘅方法。
Tom has a framed photo of his parents on their wedding day hanging on his lounge room wall.	呀Tom屋企客廳埲牆到掛咗一張呀爸呀媽嘅結婚相。
A little knowledge of Spanish will go a long way toward making your trip to Mexico enjoyable.	識返啲西班牙文嘅話，你去墨西哥實會玩得開心啲。
If we don't receive Tom's reply within the next three days, I think we should write him again.	如果阿Tom嚟緊呢三日都唔覆我哋，我諗我哋應該寫多封信俾佢。
As an Englishman, he is particularly sensitive to the differences between English and American usage.	佢係英國人，所以對英式用法同美式用法之間嘅分別特別敏感。
"If you're tired, why don't you go to sleep?" "Because if I go to sleep now I will wake up too early."	「你攰做咩唔去瞓覺呀？」「因為我而家去瞓呢，就會早得濟醒㗎喇。」
When I was a kid, touching bugs didn't bother me a bit. Now I can hardly stand looking at pictures of them.	我細個嗰陣，搵隻手掂啲昆蟲都未驚過。到咗而家，我淨係望住佢哋啲相，就已經連企都企唔穩喇。
When I was studying to become a lawyer, my teachers told me to never ask a question that I didn't know the answer to.	我讀法律嗰陣，啲老師教我唔好問啲自己唔知道答案嘅問題。
The people here are particular about what they eat, so even if a restaurant is inexpensive, it'll soon go out of business if the food doesn't taste good.	呢到嘅人對食好講究，所以就算係幾平嘅餐廳都好，如果啲嘢食唔好食，都會好快執笠。
