Go.	Gå!
I am an electrician.	Jeg er elektriker.
I am eating noodles.	Jeg spiser nudler.
I am fed up with it.	Jeg har fået nok af det.
I am not an athlete.	Jeg er ikke en atlet.
I am not interested.	Jeg er ikke interesseret.
I am peeling apples.	Jeg skræller æbler.
I am picking apples.	Jeg plukker æbler.
I am reading a book.	Jeg læser en bog.
I am reading a book.	Jeg er ved at læse en bog.
I beat him at chess.	Jeg slog ham i skak.
I beat him at chess.	Jeg har slået ham i skak.
I beat him at chess.	Jeg vandt over ham i skak.
I believe in ghosts.	Jeg tror at der eksisterer spøgelser.
I bought many books.	Jeg har købt mange bøger.
I bought you a gift.	Jeg har købt en gave til dig.
I broke up with her.	Jeg slog op med hende.
I can come at three.	Jeg kan komme klokken tre.
I can peel an apple.	Jeg kan skrælle et æble.
I can see the light.	Jeg kan se lyset.
I can win this time.	Jeg kan vinde denne gang.
I can't eat chicken.	Jeg kan ikke spise kylling.
I can't hear a word.	Jeg kan ikke høre et ord.
I can't swim at all.	Jeg kan slet ikke svømme.
I can't swim at all.	Jeg kan overhovedet ikke svømme.
I did not know this.	Det vidste jeg ikke.
I did nothing wrong.	Jeg gjorde ikke noget forkert.
I didn't order fish.	Jeg har ikke bestilt fisk.
I didn't order fish.	Jeg bestilte ikke fisk.
I disagree with you.	Jeg er uenig med dig.
I do not have a cat.	Jeg har ikke en kat.
I do not read books.	Jeg læser ikke bøger.
I do not understand.	Jeg forstår ikke.
I don't like French.	Jeg kan ikke lide fransk.
I don't like apples.	Jeg kan ikke lide æbler.
I don't like school.	Jeg kan ikke lide at gå i skole.
I dreamed about you.	Jeg drømte om dig.
I dreamed about you.	Jeg har drømt om dig.
I eat a lot of meat.	Jeg spiser meget kød.
I got even with him.	Jeg blev kvit med ham.
I have a dictionary.	Jeg har en ordbog.
I have a high fever.	Jeg har høj feber.
I have a suggestion.	Jeg har et forslag.
I have chapped lips.	Jeg har sprukne læber.
I have lost my keys.	Jeg har mistet mine nøgler.
I have lost my keys.	Jeg har tabt mine nøgler.
I have lots of time.	Jeg har masser af tid.
I have many friends.	Jeg har mange venner.
I have two brothers.	Jeg har to brødre.
I haven't done that.	Det har jeg ikke gjort.
I haven't eaten yet.	Jeg har endnu ikke spist.
I hope Tom says yes.	Jeg håber at Tom siger ja.
I hope he will come.	Jeg håber at han vil komme.
I hope you'll agree.	Jeg håber du er enig.
I hope you're right.	Jeg håber du har ret.
I just want to rest.	Jeg vil bare hvile.
I know how to do it.	Jeg ved hvordan det skal gøres.
I know this is hard.	Jeg ved at det er svært.
I know this is hard.	Jeg ved at det her er svært.
I know this is hard.	Jeg ved at dette er svært.
I know what's right.	Jeg ved, hvad der er rigtigt.
I know where she is.	Jeg ved hvor hun er.
I know you're angry.	Jeg ved godt at du er vred.
I know you're right.	Jeg ved at du har ret.
I like your article.	Jeg kan lide din artikel.
I like your article.	Jeg synes om din artikel.
I love blackberries.	Jeg elsker brombær.
I love that picture.	Jeg elsker det billede.
I make €100 a day.	Jeg tjener hundrede euro om dagen.
I make €100 a day.	Jeg tjener 100 euro om dagen.
I met Tom yesterday.	Jeg mødte Tom i går.
I met him yesterday.	Jeg mødte ham i går.
I must've dozed off.	Jeg må være døset hen.
I must've forgotten.	Jeg må have glemt det.
I need a dictionary.	Jeg har brug for en ordbog.
I never drink alone.	Jeg drikker aldrig alene.
I quit after a week.	Jeg holdt op efter en uge.
I rang the doorbell.	Jeg ringede på dørklokken.
I saw Tom on Monday.	Jeg så Tom om mandagen.
I sent you an email.	Jeg har sendt en e-mail til dig.
I slept on the boat.	Jeg sov på skibet.
I slept on the boat.	Jeg sov på båden.
I slept on the boat.	Jeg har sovet på båden.
I slept on the boat.	Jeg har sovet på skibet.
I sprang out of bed.	Jeg sprang ud af sengen.
I think he is right.	Jeg tænker at han har ret.
I think he is right.	Jeg tror han har ret.
I think she is sick.	Jeg tror hun er syg.
I think they saw us.	Jeg tror de har set os.
I think they saw us.	Jeg tror de så os.
I tried to save him.	Jeg forsøgte at redde ham.
I tried to save you.	Jeg forsøgte at redde dig.
I tried to warn you.	Jeg forsøgte at advare dig.
I tried to warn you.	Jeg forsøgte at advare jer.
I want to come, too.	Jeg ønsker også at komme!
I wanted her to win.	Jeg ønskede at hun skulle vinde.
I was flabbergasted.	Jeg var helt paf.
I was in a bad mood.	Jeg var i dårligt humør.
I washed the dishes.	Jeg vaskede op.
I went to bed early.	Jeg gik tidligt i seng.
I wish I could swim.	Jeg ville ønske jeg kunne svømme.
I wish I could swim.	Gid jeg kunne svømme!
I wish we had a car.	Gid vi havde en bil!
I won't do it again.	Jeg vil ikke gøre det igen.
I would've said yes.	Jeg ville have sagt ja.
I'll be right there.	Jeg er der straks.
I'll buy you a beer.	Jeg køber en øl til dig.
I'll have skim milk.	Skummetmælk til mig.
I'll need your help.	Jeg vil få brug for din hjælp.
I'll need your help.	Jeg vil få brug for jeres hjælp.
I'll pay my own way.	Jeg betaler for mig selv.
I'll return at 6:30.	Jeg kommer tilbage klokken halv syv.
I'll see you around.	Vi ses!
I'm absolutely sure!	Jeg er helt sikker!
I'm at your service.	Jeg står til Deres tjeneste.
I'm bad at swimming.	Jeg er dårlig til at svømme.
I'm counting on you.	Jeg regner med dig.
I'm eating an apple.	Jeg spiser et æble.
I'm faster than you.	Jeg er hurtigere end dig.
I'm fed up with her.	Jeg er træt af hende.
I'm fed up with him.	Jeg er træt af ham.
I'm going there now.	Jeg går derhen nu.
I'm indebted to you.	Jeg står i gæld til dig.
I'm learning French.	Jeg er ved at lære fransk.
I'm not that hungry.	Så sulten er jeg ikke.
I'm not your father.	Jeg er ikke din far.
I'm not your friend.	Jeg er ikke din ven.
I'm not your friend.	Jeg er ikke jeres ven.
I'm not your mother.	Jeg er ikke din mor.
I'm practising judo.	Jeg udøver judo.
I'm practising judo.	Jeg træner judo.
I'm resting my legs.	Jeg hviler benene.
I'm right, aren't I?	Jeg har ret, ikke sandt?
I'm taller than him.	Jeg er højere end ham.
I'm too old for her.	Jeg er for gammel til hende.
I'm too old for you.	Jeg er for gammel til dig.
I've got a headache.	Jeg har hovedpine.
Is Tom still asleep?	Sover Tom stadig?
Is it a yes or a no?	Er det et ja eller et nej?
Is my laundry ready?	Er mit vasketøj klar?
Is that a yes or no?	Er det et ja eller et nej?
Is that radio yours?	Er det din radio?
Is this good French?	Er dette godt fransk?
It happened in Rome.	Det skete i Rom.
It happened so fast.	Det skete så hurtigt.
It is only too true.	Det er kun alt for sandt.
It is too expensive.	Det er for dyrt!
It isn't hard to do.	Det er ikke vanskeligt at gøre.
It may rain tonight.	Det regner måske i aften.
It may rain tonight.	Det vil måske regne i aften.
It may rain tonight.	Det vil måske regne i nat.
It may rain tonight.	Det regner måske i nat.
It must've been Tom.	Det må have været Tom.
It rained yesterday.	Det regnede i går.
It rained yesterday.	I går regnede det.
It was all worth it.	Det var det hele værd.
It was confidential.	Det var fortroligt.
It wasn't important.	Det var ikke vigtigt.
It's a fact of life.	Det er en af livets realiteter.
It's as cold as ice.	Det er iskoldt.
It's free of charge.	Det er gratis.
It's getting cloudy.	Det er ved at blive skyet.
It's mine, not hers.	Det er min, ikke hendes.
It's mine, not hers.	Det er mit, ikke hendes.
It's my only chance.	Det er min eneste chance.
It's never too late.	Det er aldrig for sent.
It's not your fault.	Det er ikke din skyld.
It's only a scratch.	Det er kun en skramme.
It's only a scratch.	Det er bare en skramme.
It's totally normal.	Det er helt normalt.
It's very cold here.	Det er meget koldt her.
Keep your eyes open.	Hold øjnene åbne.
Let's hope it works.	Lad os håbe det virker.
Let's make it brief.	Lad os gøre det kort.
Let's sing together.	Lad os synge sammen.
Let's try something.	Lad os prøve noget.
Love is not a crime.	Kærlighed er ingen forbrydelse.
Mary is left-handed.	Mary er venstrehåndet.
Mary is very pretty.	Mary er meget smuk.
Maybe Tom was right.	Måske havde Tom ret.
Monkeys climb trees.	Aber klatrer i træer.
More coffee, please.	Mere kaffe, tak.
Must I write in ink?	Skal jeg skrive med blæk?
My name is Tom, too.	Mit navn er også Tom.
My real name is Tom.	Mit rigtige navn er Tom.
My room key, please.	Jeg vil gerne have nøglen til mit værelse.
My trousers are wet.	Mine bukser er våde.
My wife is a doctor.	Min kone er læge.
No one ate anything.	Ingen spiste noget.
No one will survive.	Ingen vil overleve.
No, that's not true.	Nej, det er ikke sandt.
Nobody did anything.	Ingen gjorde noget.
Nobody speaks to me.	Ingen taler til mig.
Only Tom knows that.	Kun Tom ved det.
Ostriches can't fly.	Strudse kan ikke flyve.
Rambo doesn't exist.	Rambo eksisterer ikke.
Send the bill to me.	Send regningen til mig.
She baked me a cake.	Hun bagte en kage til mig.
She baked me a cake.	Hun bagte mig en kage.
She came out on top.	Hun kom igennem til sidst.
She has 2,000 books.	Hun har to tusind bøger.
She has a white cat.	Hun har en hvid kat.
She has convulsions.	Hun har kramper.
She has few friends.	Hun har få venner.
She has no brothers.	Hun har ingen brødre.
She is a chatterbox.	Hun er et sludrechatol.
She rubbed her eyes.	Hun gned sine øjne.
She speaks too much.	Hun taler for meget.
She still loves him.	Hun elsker ham stadig.
She works in a bank.	Hun arbejder i en bank.
She's a blonde girl.	Hun er en blond pige.
She's a born artist.	Hun er en født kunstner.
She's a modern girl.	Hun er en moderne pige.
She's gonna kill me.	Hun vil slå mig ihjel.
Sing me a love song.	Syng mig en sang om kærlighed.
Something's missing.	Der mangler noget.
Take a few days off.	Tag et par dage fri.
Take a look at that.	Tag et kig på det der.
Take off your shoes.	Tag dine sko af.
Thailand is in Asia.	Thailand ligger i Asien.
Thank you for today.	Tak for i dag.
That doesn't matter.	Det er lige meget.
That dress is cheap.	Den kjole er billig.
That isn't possible.	Det er ikke muligt.
That rarely happens.	Det sker sjældent.
That won't help you.	Det vil ikke hjælpe dig.
That's a blue house.	Det er et blåt hus.
That's my intention.	Det er min intention.
That's my intention.	Det er min hensigt.
That's not my fault.	Det er ikke min skyld.
That's very helpful.	Det er meget nyttigt.
That's why I called.	Det er derfor jeg ringede.
That's why Tom came.	Det er derfor Tom kom.
The apples are ripe.	Æblerne er modne.
The bicycle is mine.	Cyklen er min.
The car didn't stop.	Bilen standsede ikke.
The computer is new.	Computeren er ny.
The concert is over.	Koncerten er ovre.
The dog is sleeping.	Hunden sover.
The doghouse is new.	Hundehuset er nyt.
The fish smells bad.	Fisken lugter dårligt.
The idea is not new.	Ideen er ikke ny.
The moon is shining.	Månen skinner.
The police are here.	Politiet er her.
The question is how.	Spørgsmålet er hvordan.
The question is who.	Spørgsmålet er hvem.
The question is why.	Spørgsmålet er hvorfor.
The server was down.	Serveren var nede.
The ship is sinking.	Skibet synker.
The snow has melted.	Sneen er smeltet.
The socks smell bad.	Sokkerne stinker.
The website is down.	Hjemmesiden er nede.
The wind is howling.	Vinden hyler.
There comes the bus.	Der kommer bussen.
There's no one here.	Der er ikke nogen her.
There's no one here.	Der er ingen her.
These are our books.	De her er vores bøger.
These books are new.	Disse bøger er nye.
They are Christians.	De er kristne.
They came last week.	De kom i sidste i uge.
They can't hear you.	De kan ikke høre dig.
They must be hungry.	De må være sultne.
They must be hungry.	De er helt sikkert sultne.
They need the money.	De har brug for pengene.
They won't find you.	De finder dig ikke.
They won't find you.	De finder jer ikke.
This apple is sweet.	Dette æble er sødt.
This bird can't fly.	Denne fugl kan ikke flyve.
This is a big house.	Dette er et stort hus.
This is a big house.	Det her er et stort hus.
This is a bit scary.	Dette er en smule skræmmende.
This is a new model.	Dette er en ny model.
This is an ice cube.	Dette er en isterning.
This is my umbrella.	Dette er min paraply.
This is their house.	Dette er deres hus.
This makes no sense.	Dette giver ingen mening.
This paper is rough.	Dette papir er groft.
This paper is rough.	Dette papir er ru.
This was my mistake.	Det var min fejl.
Those are our books.	De bøger er vores.
Throw down your gun.	Smid din pistol!
Throw down your gun.	Smid dit skydevåben!
Tokyo is a big city.	Tokyo er en stor by.
Tom became a doctor.	Tom blev læge.
Tom bought a hybrid.	Tom købte en hybridbil.
Tom bought a hybrid.	Tom har købt en hybridbil.
Tom brought flowers.	Tom havde blomster med.
Tom can't sing well.	Tom er ikke god til at synge.
Tom cried all night.	Tom græd hele natten.
Tom cried all night.	Tom har grædt hele natten.
Tom did a cartwheel.	Tom slog en vejrmølle.
Tom didn't hesitate.	Tom tøvede ikke.
Tom drinks too much.	Tom drikker for meget.
Tom faked his death.	Tom fingerede sin egen død.
Tom has 12 siblings.	Tom har 12 søskende.
Tom has a black dog.	Tom har en sort hund.
Tom has a black eye.	Tom har et blåt øje.
Tom has been robbed.	Tom er blevet røvet.
Tom is Mary's uncle.	Tom er Marys onkel.
Tom is a bad driver.	Tom er en dårlig chauffør.
Tom is a bad driver.	Tom er en dårlig bilist.
Tom is a psychopath.	Tom er en psykopat.
Tom is hypocritical.	Tom er hyklerisk.
Tom is lying in bed.	Tom ligger i sengen.
Tom is texting Mary.	Tom sms'er til Mary.
Tom is texting Mary.	Tom SMS'er til Mary.
Tom isn't a suspect.	Tom er ikke mistænkt.
Tom isn't a suspect.	Tom er ikke mistænkt i sagen.
Tom laughed at Mary.	Tom lo ad Mary.
Tom laughed at Mary.	Tom lo af Mary.
Tom likes spaghetti.	Tom kan lide spaghetti.
Tom lost his temper.	Tom kom op i det røde felt.
Tom lost his temper.	Temperamentet løb af med Tom.
Tom must've done it.	Tom må have gjort det.
Tom must've escaped.	Tom må være undsluppet.
Tom must've seen it.	Tom må have set det.
Tom needs some cash.	Tom har brug for nogle kontanter.
Tom never confessed.	Tom tilstod aldrig.
Tom nodded silently.	Tom nikkede tavst.
Tom ordered a drink.	Tom bestilte en drink.
Tom rolled the dice.	Tom kastede terningen.
Tom rolled the dice.	Tom har kastet terningen.
Tom sat on the curb.	Tom sad på kantstenen.
Tom signed his name.	Tom skrev sit navn.
Tom started driving.	Tom begyndte at køre.
Tom started running.	Tom begyndte at løbe.
Tom stole your bike.	Tom stjal din cykel.
Tom wears silk ties.	Tom går med silkeslips.
Tom works part-time.	Tom arbejder på deltid.
Tom would hate that.	Tom ville hade det.
Tom's cup was empty.	Toms kop var tom.
Tom's eyes are blue.	Toms øjne er blå.
Tom's eyes are shut.	Tom øjne er lukkede.
Tom's room is empty.	Toms værelse er tomt.
Translate this text.	Oversæt denne tekst.
Wait until tomorrow.	Vent til i morgen.
We all like cycling.	Vi kan alle lide at cykle.
We all speak French.	Vi taler alle fransk.
We can't drink milk.	Vi kan ikke drikke mælk.
We don't have a car.	Vi har ingen bil.
We don't have a car.	Vi har ikke bil.
We have a job to do.	Vi har et arbejde der skal gøres.
We have enough food.	Vi har mad nok.
We have to act fast.	Vi må handle hurtigt.
We have to act fast.	Vi skal handle hurtigt.
We must act quickly.	Vi må handle hurtigt.
We must act quickly.	Vi skal handle hurtigt.
We need a volunteer.	Vi har brug for en frivillig.
We often play chess.	Vi spiller tit skak.
We want to help you.	Vi ønsker at hjælpe dig.
We'll send somebody.	Vi vil sende en eller anden.
We're among friends.	Vi er mellem venner.
We're eating apples.	Vi spiser æbler.
What a lovely dress!	Sikke en dejlig kjole!
What are you hiding?	Hvad skjuler du?
What are you saying?	Hvad siger du?
What did you expect?	Hvad havde du forventet?
What does that mean?	Hvad betyder det?
What does this mean?	Hvad betyder det?
