Hi.	Cső!
You've gone mad.	Megőrültél.
You've gone mad.	Meghibbantál.
Your cat is fat.	Dagadt a macskád.
Yours is better.	A tied jobb.
A cab is waiting.	Várakozik egy taxi.
A cab is waiting.	Egy taxi várakozik.
A dog is barking.	Egy kutya ugat.
A girl phoned me.	Egy lány telefonált nekem.
All are welcomed.	Mindenkit szívesen látnak.
All of them died.	Mindannyian meghaltak.
Am I in your way?	Útban vagyok?
Anything will do.	Bármi megteszi.
Are dragons real?	Léteznek sárkányok?
Are they friends?	Ők barátok?
Are they in love?	Szerelmesek?
Are they related?	Rokonok?
Are they sisters?	Ők nővérek?
Are we all ready?	Mindannyian készen vagyunk?
Are you Japanese?	Ön japán?
Are you Japanese?	Japán vagy?
Are you Japanese?	Te japán vagy?
Are you all nuts?	Nektek mindannyian elment az eszetek?
Are you brothers?	Testvérek vagytok?
Are you busy now?	Nem érsz rá most?
Are you doing OK?	Minden rendben van?
Are you dyslexic?	Diszlexiás vagy?
Are you homesick?	Honvágyad van?
Are you new here?	Te új vagy itt?
Are you new, too?	Te is új vagy?
Are you on drugs?	Drogozol?
Are you positive?	Biztos vagy benne?
Are you positive?	Pozitív vagy?
Are you pregnant?	Terhes vagy?
Are you pregnant?	Várandós vagy?
Are you studying?	Tanulsz?
Are you tolerant?	Toleráns vagy?
Are you too cold?	Nagyon fázol?
Aren't you happy?	Nem vagy boldog?
Ask me if I care.	Kérdezzél meg, hogy izgat-e.
Ask them to help.	Kérjél tőlük segítséget.
Attention please!	Figyelmet kérek!
Attention please!	Szíveskedjenek figyelni!
Be more flexible.	Légy rugalmasabb!
Be on your guard.	Legyél éber.
Birds have wings.	A madaraknak szárnyuk van.
Boxing is boring.	Az ökölvívás unalmas.
Boy, was I wrong.	Hogy én mekkorát tévedtem!
Breathe normally.	Lélegezz normálisan!
Bring it in, Tom.	Hozd be, Tom!
Brush your teeth.	Mosd meg a fogad!
Brush your teeth.	Moss fogat!
Brush your teeth.	Menj fogat mosni!
Brush your teeth.	Fogmosás!
Business is good.	Jól megy az üzlet.
Call the manager.	Hívja az igazgatót!
Call the manager.	Hívja a vezetőt!
Can I borrow $30?	Kölcsönkérhetek harminc dollárt?
Can I borrow $30?	Kérhetek harminc dollárt?
Can I borrow $30?	Kérhetek harminc dollárt kölcsönbe?
Can they do this?	Meg tudják ezt csinálni?
Can they hear us?	Hallanak minket?
Can we come, too?	Mi is mehetünk?
Can we trust you?	Megbízhatunk benned?
Can you continue?	Tudod folytatni?
Can you ski well?	Jól tudsz síelni?
Check your order.	Ellenőrizd a rendelésedet.
Cherries are red.	A cseresznye piros.
Choose carefully.	Óvatosan válassz!
Choose carefully.	Figyelj, mit választasz!
Clean it up, Tom.	Takarítsd fel, Tom!
Clean the mirror.	Tisztítsd meg a tükröt!
Close the window.	Csukd be az ablakot!
Come and help us.	Gyere és segíts nekünk.
Come eat with us.	Gyere, egyél velünk.
Concentrate, Tom.	Koncentrálj, Tom!
Continue digging.	Folytasd az ásást!
Continue working.	Folytasd a munkát!
Control yourself.	Fegyelmezd magad!
Cross the street.	Menj át az úton!
Cut the potatoes.	Vágd fel a burgonyákat!
Cut the potatoes.	Vágd össze a krumplit.
Did Tom hurt you?	Bántott Tomi?
Did Tom see this?	Látta ezt Tamás?
Did anybody come?	Jött valaki?
Did anyone laugh?	Nevetett valaki?
Did they say why?	Megmondták, hogy miért?
Did you kill Tom?	Te ölted meg Tomot?
Did you know Tom?	Ismerted Tomot?
Did you know him?	Ismerted őt?
Did you love Tom?	Szeretted Tomot?
Did you phone me?	Telefonáltál nekem?
Do I get to talk?	Most megszólalhatok?
Do it once again.	Csináld meg még egyszer!
Do kids like you?	Kedvelnek téged a gyerekek?
Do they get paid?	Kapnak fizetést?
Do they like you?	Tetszel nekik?
Do they like you?	Kedvelnek téged?
Do you deny that?	Tagadod?
Do you eat a lot?	Sokat eszel?
Do you ever rest?	Szoktál te pihenni?
Do you feel sick?	Betegnek érzed magad?
Do you feel sick?	Betegnek érzi magát?
Do you feel sick?	Betegnek érzitek magatokat?
Do you feel sick?	Betegnek érzik magukat?
Do you feel sick?	Rosszul vagy?
Do you feel sick?	Rosszul van?
Do you feel sick?	Rosszul vagytok?
Do you feel sick?	Rosszul vannak?
Do you feel well?	Jól érzed magad?
Do you follow me?	Követsz engem?
Do you have a TV?	Van tévéd?
Do you have time?	Van időd?
Do you know that?	Te tudod ezt?
Do you know this?	Tudod ezt?
Do you like fish?	Szereted a halat?
Do you like rain?	Szereted az esőt?
Do you like snow?	Szereted a havat?
Do you like wine?	A bort szereted?
Do you live here?	Itt élsz?
Do you live here?	Itt laksz?
Do you need help?	Szükséged van segítségre?
Do you play golf?	Golfozol?
Do you want this?	Ezt akarod?
Do you want this?	Ezt szeretnéd?
Do you want wine?	Akarsz bort?
Does anyone care?	Érdekel valakit?
Don't believe it.	Nem hiszem el.
Don't make noise.	Ne zajongj.
Don't make noise.	Ne csapj zajt.
Don't make noise.	Ne lármázz.
Don't mention it.	Nem tesz semmit.
Don't talk to me!	Ne szólj hozzám!
Drink more water.	Igyál több vizet!
Eat meals slowly.	Lassan edd az ételt!
Eat your spinach.	Edd meg a spenótodat!
Enjoy the flight.	Jó repülést!
Enjoy the moment.	Élvezd ki a pillanatot.
Everybody danced.	Mindenki táncolt.
Everybody jumped.	Mindenki ugrott.
Everybody laughs.	Mindenki nevet.
Everybody smiled.	Mindenki elmosolyodott.
Everybody stayed.	Mindenki maradt.
Everybody waited.	Mindenki várt.
Everybody waited.	Mindenki maradt.
Everybody's dead.	Mindenki halott.
Everybody's here.	Mindenki itt van.
Everybody's home.	Mindenki otthon van.
Everybody's home.	Mindenki itthon van.
Everybody's safe.	Mindenki biztonságban van.
Everyone changes.	Minden változik.
Everyone cheered.	Mindenki éljenzett.
Everyone escaped.	Mindenki megmenekült.
Everyone giggled.	Mindenki kuncogott.
Everyone gossips.	Mindenki pletykál.
Everyone had fun.	Mindenki vígad.
Everyone is here.	Mindenki itt van.
Everyone's quiet.	Mindenki csendben van.
Everyone's there.	Mindenki ott van.
Explain it to me.	Magyarázd el nekem!
Explain yourself.	Fejtse ki, mire gondolt.
Family is family.	A család az család.
Finish your work.	Fejezd be a munkádat.
Follow my advice.	Kövesd a tanácsomat!
Gardening is fun.	A kertészkedés jó időtöltés.
Gas is cheap now.	Most olcsó a benzin.
Get Tom to leave.	Küldd már el Tomit!
Get back to work.	Menj vissza dolgozni!
Get in and drive.	Szállj be és vezess!
Get me some wine.	Tölts egy kis bort nekem!
Get on your bike.	Pattanj bringára!
Get on your bike.	Bringára fel!
Get to the point.	Térjünk a tárgyra!
Get to the point.	Térjünk a lényegre.
Get to the point.	Csapjunk a lecsóba!
Get to work, Tom.	Ragadd meg a munka végét, Tomi!
Get up and fight.	Kelj fel és harcolj.
Give me a minute.	Várj egy percet!
Give me a minute.	Egy percet kérek!
Give me an apple.	Adj egy almát.
Give me my money.	Add ide a pénzem!
Give me one more.	Adj még egyet!
Give me that gun.	Add ide azt a puskát!
Give me the file.	Add ide a reszelőt!
Give them to him.	Adja oda neki.
Give this to Tom.	Ezt add Tamásnak!
Go to sleep, Tom.	Menj aludni, Tom.
Go to the barber.	Menj el a borbélyhoz!
Go to the garage.	Menj a garázsba.
Grow up a little.	Nőjél már föl egy kicsit!
Has someone died?	Meghalt valaki?
Have a good week!	Legyen kellemes heted!
Have a nice life.	Minden jót kívánok!
Have a nice life.	Minden jót az életben!
Have a nice time.	Kellemes időtöltést!
Have a nice trip!	Kellemes utat!
Have a nice trip!	Jó utazást!
Have a seat, Tom.	Ülj le, Tomi.
Have another cup.	Igyál még egy csészével!
Have some coffee.	Igyál egy kis kávét!
Have you decided?	Döntöttél már?
Have you seen it?	Láttad?
He became famous.	Híres lett.
He began running.	Elkezdett futni.
He began running.	Futásba kezdett.
He began running.	Nekiállt futni.
He behaved badly.	Rosszul viselkedett.
He behaved badly.	Rossz volt.
He can swim fast.	Tud gyorsan úszni.
He caught a cold.	Meghűlt.
He died recently.	Mostanában hunyt el.
He doesn't drink.	Nem iszik.
He eats too much.	Túl sokat eszik.
He flew to Paris.	Párizsba repült.
He found my bike.	Ő találta meg a kerékpáromat.
He had few teeth.	Alig volt már foga.
He had few teeth.	Szinte egy foga sem volt már.
He had long hair.	Neki hosszú haja volt.
He had long hair.	Hosszú haja volt.
He has long legs.	Hosszú lábai vannak.
He has long legs.	Hosszúak a lábai.
He hates running.	Utál futni.
He hates spiders.	Utálja a pókokat.
He hates spiders.	Iszonyodik a pókoktól.
He is her friend.	Ő a barátja.
He is overweight.	Ő túlsúlyos.
He is unsociable.	Ő zárkózott.
He keeps a diary.	Naplót vezet.
He knows my wife.	Ismeri a feleségemet.
He knows my wife.	Ő ismeri a feleségemet.
He laughed at me.	Kinevetett.
He left the room.	Kiment a szobából.
He likes animals.	Szereti az állatokat.
He likes fishing.	Szeret horgászni.
He likes hunting.	Kedveli a vadászatot.
He likes oranges.	Szereti a narancsot.
He likes to hunt.	Szeret vadászni.
He likes to swim.	Szeret úszni.
He looked around.	Körülnézett.
He looks healthy.	Egészségesnek látszik.
He loves animals.	Szereti az állatokat.
He loves fishing.	Szeret halászni.
He loves fishing.	Szeret horgászni.
He loves to fish.	Szeret halászni.
He moves quickly.	Gyorsan mozog.
He played tennis.	Teniszezett.
He saved my life.	Megmentette az életemet.
He seems healthy.	Egészségesnek néz ki.
He shook my hand.	Kezet rázott velem.
He slept soundly.	Mélyen aludt.
He speaks Arabic.	Ő beszél arabul.
He speaks French.	Beszél franciául.
He turned around.	Megfordult.
He used to drink.	Régen ivott.
He was acquitted.	Felmentették.
He was deaf, too.	Ő is süket volt.
He was in France.	Franciaországban volt.
He went bankrupt.	Csődbe ment.
He went shopping.	Vásárolni ment.
He won't beat me.	Nem fog legyőzni.
He's got the flu.	Influenzája van.
He's intelligent.	Ő okos.
He's not at home.	Nincs otthon.
He's not my type.	Ő nem az én esetem.
Her hair is long.	Hosszú a haja.
Her hair is long.	Hosszú haja van.
Here is your bag.	Itt van a táskád.
Here is your bag.	Itt a táskád!
Here is your key.	Tessék az ön kulcsa.
Here's my number.	Itt van a számom.
Here's your beer.	Itt a söröd.
Here's your beer.	Tessék, a söröd.
Here, drink this.	Itt van, idd meg ezt.
Here, smell this.	Itt van, szagold meg ezt.
Hold on a moment.	Várj egy pillanatra!
Hold on a second.	Várj egy pillanatot!
Hold your breath.	Tartsd vissza a levegőt.
Hold your horses.	Fogd vissza magad!
Horses eat grass.	A lovak füvet esznek.
How about Friday?	Mit szólnál a péntekhez?
How about Friday?	Jó a péntek?
How about a walk?	Lenne kedved egy sétához?
How about a walk?	Mit szólnál egy sétához?
How about a walk?	Nem sétálunk egyet?
How are you, Tom?	Hogy vagy, Tom?
How cool is that?	Milyen király az?
How did you cope?	Ezzel hogy birkóztál meg?
How did you know?	Honnan tudtad?
How do I get one?	Hogy tudok ilyet szerezni?
How do I sign up?	Hogy iratkozzak föl?
How do we fix it?	Hogy javítsuk meg?
How do you relax?	Hogy szoktál lazítani?
How does it help?	Ez hogyan segít?
How embarrassing!	Milyen zavaró!
How is that done?	Ezt hogyan csinálják?
How is your wife?	Hogy van a feleséged?
How long is this?	Milyen hosszú ez?
How safe is that?	Mennyire biztonságos ez?
How tall are you?	Milyen magas vagy?
How tall you are!	Milyen nagy vagy!
How tall you are!	Milyen magas vagy!
How tall you are!	Hogy megnőttél!
How was the show?	Milyen volt az előadás?
How was your day?	Milyen volt a napod?
How was your day?	Milyen napod volt?
How young is Tom?	Tom mennyire fiatal?
I abhor violence.	Irtózom az erőszaktól.
I agree with Tom.	Egyetértek Tomival.
I agree with him.	Egyetértek vele.
I agree with you.	Én veled értek egyet.
I almost drowned.	Majdnem megfulladtam.
I almost gave up.	Majdnem föladtam.
I am a foreigner.	Én külföldi vagyok.
I am a policeman.	Rendőr vagyok.
I am eating rice.	Rizst eszem.
I am eating rice.	Rizst eszek.
I am eating rice.	Éppen rizst eszem.
I am embarrassed.	Feszélyezve érzem magam.
I am from France.	Franciaországból jövök.
I am from France.	Én Franciaországból jövök.
I am from France.	Én Franciaországból származom.
I am only joking.	Csak vicceltem.
I am truly sorry.	Nagyon sajnálom.
I am very hungry.	Nagyon éhes vagyok.
I am your father.	Az apád vagyok.
I asked for help.	Segítséget kértem.
I ate the cheese.	Ettem sajtot.
I ate the cheese.	Sajtot ettem.
I began to sweat.	Elkezdtem izzadni.
I believe in God.	Hiszek Istenben.
I believe in Tom.	Hiszek Tomiban.
I believe in him.	Hiszek benne.
I bought a house.	Vettem egy házat.
I bought a watch.	Vettem egy órát.
I bowed politely.	Udvariasan meghajoltam.
I brought a book.	Hoztam egy könyvet.
I call Tom a lot.	Sokat hívom Tomit.
I called him Tom.	Tominak szólítottam őt.
I came yesterday.	Tegnap jöttem.
I can carry that.	Tudom azt hozni.
I can't complain.	Nem panaszkodhatom.
I can't die here.	Nem halhatok itt meg!
I can't find Tom.	Nem találom Tomit.
I can't join you.	Nem csatlakozhatok hozzád.
I can't join you.	Nem tarthatok veled.
I can't see well.	Nem látok jól.
I can't stand up.	Nem tudok felállni.
I can't stand up.	Nem bírok felállni.
I can't talk now.	Most nem beszélhetek.
I caught the flu.	Elkaptam az influenzát.
I choose to work.	A munkát választom.
I could've cried.	Sírni tudtam volna.
I could've cried.	Sírhatnékom volt.
I couldn't do it.	Nem tudtam megcsinálni.
I couldn't speak.	Nem beszélhettem.
I couldn't stand.	Ki nem állhattam.
I did everything.	Én csináltam mindent.
I did that today.	Ezt ma csináltam.
I did that today.	Ezt ma csináltam meg.
I didn't find it.	Nem találtam meg.
I didn't hear it.	Nem hallottam.
I didn't see you.	Nem láttalak.
I didn't want it.	Ezt nem akartam.
I didn't want it.	Nem ezt akartam.
I dislike coffee.	Nem szeretem a kávét.
I disregarded it.	Figyelmem kívül hagytam.
I don't buy that.	Nézd meg, hogy tollas-e a hátam!
I don't buy that.	Én ezt nem veszem be.
I don't buy that.	Ezt én nem kajálom meg.
I don't buy that.	Engem nem veszel palimadárnak!
I don't eat pork.	Nem eszem sertéshúst.
I don't eat pork.	Nem eszem disznóhúst.
I don't know him.	Nem ismerem őt.
I don't know yet.	Még nem tudom.
I don't know you.	Nem ismerlek.
I don't know you.	Nem ismerem önt.
I don't love her.	Nem szeretem őt.
I don't love you.	Nem szeretlek.
I don't love you.	Nem szeretem önt.
I don't want one.	Nekem nem kell.
I don't want tea.	Nem kérek teát.
I don't want you.	Nem kellesz.
I drank the wine.	Bort ittam.
I drank the wine.	Megittam a bort.
I drink tea, too.	Én is iszok teát.
I drink tea, too.	Teát is iszok.
I drink to relax.	Iszom, hogy ellazuljak.
I eat everything.	Mindent megeszek.
I enjoyed myself.	Jól éreztem magam.
I feel fantastic.	Fantasztikusan érzem magam.
I feel lethargic.	Tespedtnek érzem magam.
I feel powerless.	Tehetetlennek érzem magam.
I feel protected.	Úgy érzem, megvédenek.
I feel refreshed.	Felfrissültnek érzem magam.
I feel safe here.	Itt biztonságban érzem magam.
I feel something.	Érzek valamit.
I feel very good.	Nagyon jól érzem magam.
I felt powerless.	Erőtlennek éreztem magam.
I felt powerless.	Tehetetlennek éreztem magam.
I finally got it.	Végül megértettem.
I finished first.	Én végeztem elsőként.
I found it funny.	Viccesnek találtam.
I found your cap.	Megtaláltam a sapkádat.
I got a good one.	Kaptam egy jót.
I got goosebumps.	Libabőrös lettem.
I got one for us.	Szereztem egyet magunknak.
I had my reasons.	Megvoltak az okaim.
I had to see Tom.	Találkoznom kellett Tomival.
I hate Halloween.	Ki nem állhatom a halloweent.
I hate arguments.	Utálok vitatkozni.
I hate chemistry.	Utálom a kémiát.
I hate hypocrisy.	Utálom a képmutatást.
I hate surprises.	Gyűlölöm a meglepetéseket.
I hate that word.	Utálom azt a szót.
I hate traveling.	Utálok utazni.
I have a bicycle.	Van kerékpárom.
I have a problem.	Van egy problémám.
I have done that.	Ezt én tettem.
I have good kids.	Jó gyerekeim vannak.
I have good news.	Jó híreim vannak.
I have hay fever.	Szénanáthás vagyok.
I have heartburn.	Ég a gyomrom.
I have heartburn.	Gyomorégésem van.
I have my doubts.	Vannak kétségeim.
I have no energy.	Nincs energiám.
I have one child.	Egy gyerekem van.
I have some news.	Van néhány hírem.
I have to change.	Meg kell változnom.
I have to change.	Változnom kell.
I have two books.	Van két könyvem.
I hear something.	Hallok valamit.
I heard a scream.	Egy sikoltást hallottam.
I heard about it.	Hallottam róla.
I hope I succeed.	Remélem, menni fog.
I hope I succeed.	Remélem, sikerülni fog nekem.
I hope I succeed.	Bízom benne, hogy meg tudom csinálni.
I hope I succeed.	Remélem, megy majd nekem.
I hope I survive.	Bízom benne, hogy túlélem.
I hope I'm wrong.	Remélem, hogy nincs igazam.
I hope Tom comes.	Remélem Tamás eljön.
I hope Tom is OK.	Remélem, jól van Tomi.
I hope Tom knows.	Remélem, tudja Tomi.
I hope it's good.	Remélem, jó.
I hope it's over.	Remélem, elmúlt.
I hope it's over.	Remélem, vége.
I hope it's true.	Remélem, hogy ez igaz.
I hope you agree.	Remélem, egyetértesz.
I just hate them.	Egyszerűen utálom őket.
I just lay there.	Csak ott feküdtem.
I just sat there.	Csak ott ültem.
I know only this.	Csak ezt tudom.
I know the truth.	Ismerem az igazságot.
I know this area.	Ismerem ezt a területet.
I know this joke.	Ezt a viccet ismerem.
I know who he is.	Én tudom, hogy ki ő.
I know your name.	Tudom a nevedet.
I leave tomorrow.	Holnap elmegyek.
I like astrology.	Szeretem a csillagászatot.
I like chocolate.	Szeretem a csokoládét.
I like dogs, too.	Én is szeretem a kutyákat.
I like elephants.	Szeretem az elefántokat.
I like fresh air.	Szeretem a friss levegőt.
I like gardening.	Szeretek kertészkedni.
I like green tea.	Szeretem a zöld teát.
I like ice cream.	Szeretem a fagyit.
I like ice cream.	Szeretem a fagylaltot.
I like this club.	Tetszik nekem ez a klub.
I like this game.	Szeretem ezt a játékot.
I like to travel.	Szeretek utazni.
I like your yard.	Tetszik az udvarod.
I liked doing it.	Örömmel csináltam.
I liked the show.	Tetszett a műsor.
I live in Europe.	Európában élek.
I live in Moscow.	Moszkvában élek.
I live in Tahiti.	Tahitin élek.
I live in Turkey.	Törökországban élek.
I lost my wallet.	Elvesztettem az irattárcámat.
I lost the watch.	Elvesztettem az órát.
I love chocolate.	Szeretem a csokoládét.
I love ice cream.	Szeretem a jégkrémet.
